Source_Platform,URL,Content_Raw,Content_Cleaned,Like_count,Sentiment,Candidate,Target_Position,Field,Keyword
Facebook,https://www.facebook.com/BBCnewsVietnamese/photos/%C4%91%E1%BA%A1i-h%E1%BB%99i-14-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-b%C6%B0%E1%BB%9Bc-ti%E1%BA%BFp-hay-d%E1%BB%ABng-l%E1%BA%A1ich%E1%BB%A9c-v%E1%BB%A5-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ch%C3%AD/1311067874392820/,Tôi và rất rất nhiều người dân Việt Nam rất thích và rất muốn bác Chính sẽ tiếp tục làm thủ tướng chính phủ hoặc cao hơn thế vì nhìn lên và nhìn xuống chỉ thấy bác Chính  thôi - bác ấy đã khôi phục và thúc đẩy xây dựng và phát triển đất nước …và đang rất có triển vọng!,tôi và rất rất nhiều người dân việt nam rất thích và rất muốn bác chính sẽ tiếp tục làm thủ tướng chính phủ hoặc cao hơn thế vì nhìn lên và nhìn xuống chỉ thấy bác chính thôi bác ấy đã khôi phục và thúc đẩy xây dựng và phát triển đất nước và đang rất có triển vọng,136.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/photos/%C4%91%E1%BA%A1i-h%E1%BB%99i-14-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-b%C6%B0%E1%BB%9Bc-ti%E1%BA%BFp-hay-d%E1%BB%ABng-l%E1%BA%A1ich%E1%BB%A9c-v%E1%BB%A5-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ch%C3%AD/1311067874392820/,Không ai hoàn hảo tuyệt đối cả nhưng riêng ông chính ở lại thì đây sẽ là một điều tuyệt vời nhất đối với người dân Việt Nam ta,không ai hoàn hảo tuyệt đối cả nhưng riêng ông chính ở lại thì đây sẽ là một điều tuyệt vời nhất đối với người dân việt nam ta,89.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,[+] tuyệt vời
Facebook,https://www.facebook.com/100082081114673/posts/c%C3%B4ng-b%E1%BB%91-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-14ch%E1%BB%A7-t%E1%BB%8Bch-qu%E1%BB%91c-h%E1%BB%99i-tr%E1%BA%A7n-thanh-m%E1%BA%ABn-cho-bi%E1%BA%BFt-ban-ch%E1%BA%A5p-h/891388920273804/,"Lê Minh Hưng sinh năm 1970. Nguyễn Thanh Nghị sinh năm 1976. Đây là hai ủy viên Bộ chính trị trẻ nhất...Hi vọng rằng sau đại hội 14 này, Đất nước ta sẽ vươn lên, chuyển mình mạnh mẽ...",lê minh hưng sinh năm 1970 nguyễn thanh nghị sinh năm 1976 đây là hai ủy viên bộ chính trị trẻ nhất hi vọng rằng sau đại hội 14 này đất nước ta sẽ vươn lên chuyển mình mạnh mẽ,36.0,Trung lập,Lê Minh Hưng,Thủ tướng,Nhân sự - Quyền lực,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100082081114673/posts/c%C3%B4ng-b%E1%BB%91-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-14ch%E1%BB%A7-t%E1%BB%8Bch-qu%E1%BB%91c-h%E1%BB%99i-tr%E1%BA%A7n-thanh-m%E1%BA%ABn-cho-bi%E1%BA%BFt-ban-ch%E1%BA%A5p-h/891388920273804/,Dự đoán một tổng bí thư tô Lâm hai Chủ tịch nước Phan Văn Giang 3 thủ tướng Chính phủ Lê Minh Hưng,dự đoán một tổng bí thư tô lâm hai chủ tịch nước phan văn giang 3 thủ tướng chính phủ lê minh hưng,6.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100082081114673/posts/c%C3%B4ng-b%E1%BB%91-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-14ch%E1%BB%A7-t%E1%BB%8Bch-qu%E1%BB%91c-h%E1%BB%99i-tr%E1%BA%A7n-thanh-m%E1%BA%ABn-cho-bi%E1%BA%BFt-ban-ch%E1%BA%A5p-h/891388920273804/,Vậy ông hưng thủ tướng?,vậy ông hưng thủ tướng,4.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100082081114673/posts/c%C3%B4ng-b%E1%BB%91-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-14ch%E1%BB%A7-t%E1%BB%8Bch-qu%E1%BB%91c-h%E1%BB%99i-tr%E1%BA%A7n-thanh-m%E1%BA%ABn-cho-bi%E1%BA%BFt-ban-ch%E1%BA%A5p-h/891388920273804/,"Vậy là ông Hưng sẽ thay ông Chính làm thủ tướng khoá tới, ông Giang vẫn BT quốc phòng. Ông Trung phó thủ tướng kiêm BT ngoại giao, ông Phạm gia Túc sẽ là trưởng ban tổ chức tw",vậy là ông hưng sẽ thay ông chính làm thủ tướng khoá tới ông giang vẫn bt quốc phòng ông trung phó thủ tướng kiêm bt ngoại giao ông phạm gia túc sẽ là trưởng ban tổ chức tw,2.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100082081114673/posts/c%C3%B4ng-b%E1%BB%91-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-14ch%E1%BB%A7-t%E1%BB%8Bch-qu%E1%BB%91c-h%E1%BB%99i-tr%E1%BA%A7n-thanh-m%E1%BA%ABn-cho-bi%E1%BA%BFt-ban-ch%E1%BA%A5p-h/891388920273804/,Tưởng tt Phạm Minh Chính phải tiếp tục làm đến trăm tuổi chứ.Đúng là chuyện gì cũng có thể xảy ra.,tưởng tt phạm minh chính phải tiếp tục làm đến trăm tuổi chứ đúng là chuyện gì cũng có thể xảy ra,28.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/NguoiVietOnline/posts/h%E1%BA%ADu-%C4%91%E1%BA%A1i-h%E1%BB%99i-14-%C3%B4ng-ph%E1%BA%A1m-minh-ch%C3%ADnh-r%E1%BB%9Di-gh%E1%BA%BF-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-k%E1%BA%BFt-th%C3%BAc-k%E1%BB%B7-nguy%C3%AAn-ng%C6%B0%E1%BB%9Di-s%C3%B3/1337064078455554/,"Trong  quá trình  công tác, hay sự  nghiệp  con người, đều  có  thăng  có giáng, tốt  nhiều  và  ít  bụi  là điều  tuyệt vời  vời  của  nhà  lãnh đạo  này, được  coi  là  thành công  nhất  đối với  với  mấy  vị  thủ  tướng  trước  đó. Một  cuộc  tấn công rất  mạnh  của  kẻ  thù  mới, có  mấy  người  sử  lý  nhanh  được  như  tt Phạm minh Chính, tôi  cho là  thành  công  trên  cả  mong muốn. Một  nền  kinh tế  còn  hạn  hẹp  mà  đại  dịch  lớn  như  vậy mà  giải quyết  xong rất  nhanh chóng, không  bám  theo  lối  mòn  của  các  nước  khác  ,đó  là  độc  lập tự  chủ, chủ  động  hành  động  để  đem  lại  điều  tốt đẹp nhất  cho mọi  người. Còn  hiện  tại  ông  chủ  động  nghỉ  vì tuân  theo  quy định của  tổ  chức  đảng để lớp  trẻ  với  một  sức bật  mới nó  mang  tính  quy  luật  ,nhưng cũng  nên  nhớ  câu  gừng  càng  già  càng  cay. Lớp  lãnh đạo  mới nếu  nghĩ  ko chuẩn  cả  mọi  yếu  tố  thì  cũng nguy lắm  nhất  là  lúc  này  người  dân  có  thêm  luồng suy  nghĩ  ko khéo...là. nhà  Hồ ngày  xưa  có  những  Chính  sách  đúng vì  có  đổi  mới  nhưng đi  trước  lịch  sử  đã  gây  họa  cho cả  đất  nước...",trong quá trình công tác hay sự nghiệp con người đều có thăng có giáng tốt nhiều và ít bụi là điều tuyệt vời vời của nhà lãnh đạo này được coi là thành công nhất đối với với mấy vị thủ tướng trước đó một cuộc tấn công rất mạnh của kẻ thù mới có mấy người sử lý nhanh được như tt phạm minh chính tôi cho là thành công trên cả mong muốn một nền kinh tế còn hạn hẹp mà đại dịch lớn như vậy mà giải quyết xong rất nhanh chóng không bám theo lối mòn của các nước khác đó là độc lập tự chủ chủ động hành động để đem lại điều tốt đẹp nhất cho mọi người còn hiện tại ông chủ động nghỉ vì tuân theo quy định của tổ chức đảng để lớp trẻ với một sức bật mới nó mang tính quy luật nhưng cũng nên nhớ câu gừng càng già càng cay lớp lãnh đạo mới nếu nghĩ ko chuẩn cả mọi yếu tố thì cũng nguy lắm nhất là lúc này người dân có thêm luồng suy nghĩ ko khéo là nhà hồ ngày xưa có những chính sách đúng vì có đổi mới nhưng đi trước lịch sử đã gây họa cho cả đất nước,183.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Kinh tế - Tài chính,"[+] tuyệt vời, đổi mới"
Facebook,https://www.facebook.com/NguoiVietOnline/posts/h%E1%BA%ADu-%C4%91%E1%BA%A1i-h%E1%BB%99i-14-%C3%B4ng-ph%E1%BA%A1m-minh-ch%C3%ADnh-r%E1%BB%9Di-gh%E1%BA%BF-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-k%E1%BA%BFt-th%C3%BAc-k%E1%BB%B7-nguy%C3%AAn-ng%C6%B0%E1%BB%9Di-s%C3%B3/1337064078455554/,"Tể tướng lưu gù Phạm Minh Chính. Bác được lòng dân, dân yêu dân quý. Dó quá tuổi phải về.",tể tướng lưu gù phạm minh chính bác được lòng dân dân yêu dân quý dó quá tuổi phải về,134.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/NguoiVietOnline/posts/h%E1%BA%ADu-%C4%91%E1%BA%A1i-h%E1%BB%99i-14-%C3%B4ng-ph%E1%BA%A1m-minh-ch%C3%ADnh-r%E1%BB%9Di-gh%E1%BA%BF-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-k%E1%BA%BFt-th%C3%BAc-k%E1%BB%B7-nguy%C3%AAn-ng%C6%B0%E1%BB%9Di-s%C3%B3/1337064078455554/,"Đây là nhân vật được dân  mến theo cách đánh giá rất  bình dân :
   _ông ấy (TT PHẠM MINH CHÍNH )Luôn tươi cười ,xuề xoà  ,yêu trẻ . Thật dễ ưa !
  _Gặp lãnh đạo các nước luôn tỏ ra thân mật , thân thiện .
 _ Công trình An sinh xã hội  như điện , đường xá , nhà ở cbo dân nhanh  và kịp thời .
   Thêm cái vốn quí trong vấn đề ứng xử ngoại giao ..
  Tiếc cho ông  ; Tiếc cho V N !  Người dân còn đòi hỏi gì nữa ?!",đây là nhân vật được dân mến theo cách đánh giá rất bình dân _ông ấy tt phạm minh chính luôn tươi cười xuề xoà yêu trẻ thật dễ ưa _gặp lãnh đạo các nước luôn tỏ ra thân mật thân thiện _ công trình an sinh xã hội như điện đường xá nhà ở cbo dân nhanh và kịp thời thêm cái vốn quí trong vấn đề ứng xử ngoại giao tiếc cho ông tiếc cho v n người dân còn đòi hỏi gì nữa,43.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/kienthuc2026/videos/l%C3%AA-minh-h%C6%B0ng-s%E1%BA%AFp-thay-gh%E1%BA%BF-ph%E1%BA%A1m-minh-ch%C3%ADnh-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-999%C3%B4ng-l%C3%AA-minh-h%C6%B0ng/957724203445592/,Năng lực ông Hưng không bằng nửa ông chính,năng lực ông hưng không bằng nửa ông chính,5.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/kienthuc2026/videos/l%C3%AA-minh-h%C6%B0ng-s%E1%BA%AFp-thay-gh%E1%BA%BF-ph%E1%BA%A1m-minh-ch%C3%ADnh-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-999%C3%B4ng-l%C3%AA-minh-h%C6%B0ng/957724203445592/,"Lê Minh Hưng thời thống đốc ngân hàng Trương Mỹ Lan lấy hàng triệu tỷ mà không biết hỏi quản lý như vậy đất nước đi về đâu ..??
Ai tín nhiệm bầu ông số phiếu cao ..??",lê minh hưng thời thống đốc ngân hàng trương mỹ lan lấy hàng triệu tỷ mà không biết hỏi quản lý như vậy đất nước đi về đâu ai tín nhiệm bầu ông số phiếu cao,1.0,Trung lập,Lê Minh Hưng,Thủ tướng,Kinh tế - Tài chính,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/kienthuc2026/videos/l%C3%AA-minh-h%C6%B0ng-s%E1%BA%AFp-thay-gh%E1%BA%BF-ph%E1%BA%A1m-minh-ch%C3%ADnh-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-999%C3%B4ng-l%C3%AA-minh-h%C6%B0ng/957724203445592/,Sai phạm của ông Lê Minh Hưng liệu có thể lãnh đạo nhận chức thủ tướng chính phủ được không ạ ?khi được bổ nhiệm chức thủ tướng chính phủ thay ông phạm minh chính xem ông Lê Minh Hưng nắm giữ vai trò một người lãnh đạo không?sẽ mang cho đất nước một tương lai tốt đẹp hơn,sai phạm của ông lê minh hưng liệu có thể lãnh đạo nhận chức thủ tướng chính phủ được không ạ khi được bổ nhiệm chức thủ tướng chính phủ thay ông phạm minh chính xem ông lê minh hưng nắm giữ vai trò một người lãnh đạo không sẽ mang cho đất nước một tương lai tốt đẹp hơn,2.0,Tiêu cực,Lê Minh Hưng,Thủ tướng,Khác,[-] sai phạm
Facebook,https://www.facebook.com/tinnoichinh/photos/%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-tr%C6%B0%E1%BB%9Fng-ban-t%E1%BB%95-ch%E1%BB%A9c-trung-%C6%B0%C6%A1ng-v%E1%BB%ABa-tr%C3%BAng-c%E1%BB%AD-%C4%91%E1%BA%A1i/1314076274164412/,"Nhiều chuyên gia quốc tế cũng đánh giá ông Lê Minh Hưng là mẫu lãnh đạo kỹ trị, kỷ luật, có tư duy điều hành hiện đại và đề cao hiệu quả thực chất. Đây được xem là kiểu lãnh đạo phù hợp với giai đoạn Việt Nam đang đặt mục tiêu tăng tốc phát triển, tinh gọn bộ máy và thúc đẩy cải cách mạnh mẽ hơn trong thời gian tới.",nhiều chuyên gia quốc tế cũng đánh giá ông lê minh hưng là mẫu lãnh đạo kỹ trị kỷ luật có tư duy điều hành hiện đại và đề cao hiệu quả thực chất đây được xem là kiểu lãnh đạo phù hợp với giai đoạn việt nam đang đặt mục tiêu tăng tốc phát triển tinh gọn bộ máy và thúc đẩy cải cách mạnh mẽ hơn trong thời gian tới,32.0,Tiêu cực,Lê Minh Hưng,Thủ tướng,Khác,[-] kỷ luật
Facebook,https://www.facebook.com/tinnoichinh/photos/%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-tr%C6%B0%E1%BB%9Fng-ban-t%E1%BB%95-ch%E1%BB%A9c-trung-%C6%B0%C6%A1ng-v%E1%BB%ABa-tr%C3%BAng-c%E1%BB%AD-%C4%91%E1%BA%A1i/1314076274164412/,"Muốn đất nc phát triển trong nhóm lãnh đạo chủ chốt nhất là vị trí thủ tướng phải dân kinh tế đi lên, ko thể là quân đội hay công an đc. Ông Hưng là 1trong số ít UV BTT đáp ứng đc nhất là ông đã từng đi học tại Nhật 1 thời gian tiếp xúc với cách làm việc của tư bản.",muốn đất nc phát triển trong nhóm lãnh đạo chủ chốt nhất là vị trí thủ tướng phải dân kinh tế đi lên ko thể là quân đội hay công an đc ông hưng là 1trong số ít uv btt đáp ứng đc nhất là ông đã từng đi học tại nhật 1 thời gian tiếp xúc với cách làm việc của tư bản,11.0,Trung lập,Lê Minh Hưng,Thủ tướng,Kinh tế - Tài chính,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/hai-tr%C6%B0%E1%BB%9Dng-h%E1%BB%A3p-%C4%91%E1%BA%B7c-bi%E1%BB%87t-c%E1%BB%A7a-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-13trong-s%E1%BB%91-c%C3%A1c-%E1%BB%A7y-vi%C3%AAn-b%E1%BB%99-ch%C3%ADnh-tr/1316053530560921/,Ông Giang sẽ là thủ tướng ông mẫn sang chủ tịch nước ông Tú sẽ chủ tịch quốc hội,ông giang sẽ là thủ tướng ông mẫn sang chủ tịch nước ông tú sẽ chủ tịch quốc hội,16.0,Trung lập,Trần Thanh Mẫn,Chủ tịch Quốc hội,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/hai-tr%C6%B0%E1%BB%9Dng-h%E1%BB%A3p-%C4%91%E1%BA%B7c-bi%E1%BB%87t-c%E1%BB%A7a-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8B-kh%C3%B3a-13trong-s%E1%BB%91-c%C3%A1c-%E1%BB%A7y-vi%C3%AAn-b%E1%BB%99-ch%C3%ADnh-tr/1316053530560921/,"Thật tiếc vì TT Phạm Minh Chính về hưu. Một rừng không thể có 2 hổ, TBT Tô Lâm có vẻ không muốn để TT Chính làm lu mờ hình của mình. Lê Minh Hưng khả năng cao làm Thủ Tướng nhưng tôi không kỳ vọng nhiều vì đây là một người có background tài chính và bàn giấy. Nhưng Lê Minh Hưng có thể chỉ là bình phong để ông Tô Lâm điều hành. Theo những gì đã xảy ra trong năm 2025, tôi cũng đánh giá và kỳ vọng cao vào TBT Tô Lâm vì ông cũng là người có tầm nhìn vĩ mô. Người của Công An và Quân Đội lãnh đạo đất nước cũng ko thành vấn đề, miễn họ có tầm nhìn, có tâm đưa đất nước đi lên thì luôn được ủng hộ.",thật tiếc vì tt phạm minh chính về hưu một rừng không thể có 2 hổ tbt tô lâm có vẻ không muốn để tt chính làm lu mờ hình của mình lê minh hưng khả năng cao làm thủ tướng nhưng tôi không kỳ vọng nhiều vì đây là một người có background tài chính và bàn giấy nhưng lê minh hưng có thể chỉ là bình phong để ông tô lâm điều hành theo những gì đã xảy ra trong năm 2025 tôi cũng đánh giá và kỳ vọng cao vào tbt tô lâm vì ông cũng là người có tầm nhìn vĩ mô người của công an và quân đội lãnh đạo đất nước cũng ko thành vấn đề miễn họ có tầm nhìn có tâm đưa đất nước đi lên thì luôn được ủng hộ,174.0,Tích cực,Lê Minh Hưng,Thủ tướng,Uy tín - Đời tư,"[+] ủng hộ, kỳ vọng"
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/phe-ph%C3%A1i-trong-%C4%91%E1%BA%A3ng-t%E1%BB%AB-l%E1%BB%8Bch-s%E1%BB%AD-%C4%91%E1%BA%BFn-b%E1%BB%91i-c%E1%BA%A3nh-%C4%91%E1%BA%A1i-h%E1%BB%99i-14t%E1%BB%AB-nhi%E1%BB%81u-th%C3%A1ng-tr%C6%B0%E1%BB%9Bc-ch%C3%ADnh/1311916077641333/,Riêng tôi thấy ông tô làm tham mưu thì được chứ ông làm tổng bí thư thì có lẽ chỉ còn một bộ là bộ công an,riêng tôi thấy ông tô làm tham mưu thì được chứ ông làm tổng bí thư thì có lẽ chỉ còn một bộ là bộ công an,65.0,Trung lập,Tô Lâm,Tổng Bí thư / Chủ tịch nước,An ninh - Nội chính,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/phe-ph%C3%A1i-trong-%C4%91%E1%BA%A3ng-t%E1%BB%AB-l%E1%BB%8Bch-s%E1%BB%AD-%C4%91%E1%BA%BFn-b%E1%BB%91i-c%E1%BA%A3nh-%C4%91%E1%BA%A1i-h%E1%BB%99i-14t%E1%BB%AB-nhi%E1%BB%81u-th%C3%A1ng-tr%C6%B0%E1%BB%9Bc-ch%C3%ADnh/1311916077641333/,"Công việc của Đảng và Nhà nước thì trước tiên Người lãnh đạo của Đảng,của Nhà nước phải lo cho chu toàn và đẹp đẽ . Nếu Đảng không mạnh,nhà nước không cường thịnh thì dân khổ,đất nước mất văn minh . Là người dân tôi mong mỏi được sống cuộc sống yên lành trong xã hội văn minh,văn nhân ,đừng để kẻ trên bắt nạt người dưới,người quyền cao chức trọng đặt nhiều luật không hợp lý làm khổ dân. Chúc đại hội 14 có kết quả tốt đẹp để Tết này ăn Tết vui .",công việc của đảng và nhà nước thì trước tiên người lãnh đạo của đảng của nhà nước phải lo cho chu toàn và đẹp đẽ nếu đảng không mạnh nhà nước không cường thịnh thì dân khổ đất nước mất văn minh là người dân tôi mong mỏi được sống cuộc sống yên lành trong xã hội văn minh văn nhân đừng để kẻ trên bắt nạt người dưới người quyền cao chức trọng đặt nhiều luật không hợp lý làm khổ dân chúc đại hội 14 có kết quả tốt đẹp để tết này ăn tết vui,10.0,Trung lập,Lương Cường,Chủ tịch nước,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/nhatkyyeunuoc1/posts/khi-h%C3%B2m-phi%E1%BA%BFu-kh%C3%B4ng-c%C3%B2n-trung-l%E1%BA%ADp-phe-qu%C3%A2n-%C4%91%E1%BB%99i-ra-tay-tr%C6%B0%E1%BB%9Bc-%C4%91%E1%BA%A1i-h%E1%BB%99i-xivc%C3%A0ng-ti%E1%BA%BFn/1321871226649020/,"Thời cố Tổng Bí thư Nguyễn Văn Linh cũng vậy, cuộc cải cách vô cùng khó khăn, bao nhiêu thế lực trong và ngoài nước chống phá. Bây giờ sau mấy chục năm nhìn lại, mọi người mới thấy được thành quả, đã thay đổi hẳn một đất nước. Từ đói nghèo trở thành nền kinh tế tốp đầu khu vực, thế giới nhìn mình với ánh mắt khác. 
  
Bây giờ cũng vậy, muốn vươn tầm thế giới, Đất Nước phải có con người như, Tổng Bí thư Tô Lâm, tầm nhìn chiến lược, xa, rộng, ý chí kiên cường, bất khuất, không sợ bất cứ một thế lực nào. 

   Rất, rất nhiều người dân Việt Nam trong và ngoài nước, mong Tổng Bí thư có nhiều sức khỏe. Để cầm lái con thuyền trong cơn sóng dữ, đưa đất nước Việt Nam, phát triển sánh vai cùng các cường quốc năm châu.

   Ai rồi cũng đến lúc nghỉ ngơi, tin rằng thế hệ trẻ sẽ tiếp bước truyền thống, cha, anh lãnh đạo đất nước Việt Nam hùng cường hơn.,.",thời cố tổng bí thư nguyễn văn linh cũng vậy cuộc cải cách vô cùng khó khăn bao nhiêu thế lực trong và ngoài nước chống phá bây giờ sau mấy chục năm nhìn lại mọi người mới thấy được thành quả đã thay đổi hẳn một đất nước từ đói nghèo trở thành nền kinh tế tốp đầu khu vực thế giới nhìn mình với ánh mắt khác bây giờ cũng vậy muốn vươn tầm thế giới đất nước phải có con người như tổng bí thư tô lâm tầm nhìn chiến lược xa rộng ý chí kiên cường bất khuất không sợ bất cứ một thế lực nào rất rất nhiều người dân việt nam trong và ngoài nước mong tổng bí thư có nhiều sức khỏe để cầm lái con thuyền trong cơn sóng dữ đưa đất nước việt nam phát triển sánh vai cùng các cường quốc năm châu ai rồi cũng đến lúc nghỉ ngơi tin rằng thế hệ trẻ sẽ tiếp bước truyền thống cha anh lãnh đạo đất nước việt nam hùng cường hơn,8.0,Tiêu cực,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Kinh tế - Tài chính,[-] khó khăn
Facebook,https://www.facebook.com/nhatkyyeunuoc1/posts/khi-h%C3%B2m-phi%E1%BA%BFu-kh%C3%B4ng-c%C3%B2n-trung-l%E1%BA%ADp-phe-qu%C3%A2n-%C4%91%E1%BB%99i-ra-tay-tr%C6%B0%E1%BB%9Bc-%C4%91%E1%BA%A1i-h%E1%BB%99i-xivc%C3%A0ng-ti%E1%BA%BFn/1321871226649020/,"Cầu cho tô lâm tái đắc cử tbt, để VN ta tiến nhanh thật nhanh đến thiên đường xhcn : như Venezuela.",cầu cho tô lâm tái đắc cử tbt để vn ta tiến nhanh thật nhanh đến thiên đường xhcn như venezuela,82.0,Trung lập,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/nhatkyyeunuoc1/posts/khi-h%C3%B2m-phi%E1%BA%BFu-kh%C3%B4ng-c%C3%B2n-trung-l%E1%BA%ADp-phe-qu%C3%A2n-%C4%91%E1%BB%99i-ra-tay-tr%C6%B0%E1%BB%9Bc-%C4%91%E1%BA%A1i-h%E1%BB%99i-xivc%C3%A0ng-ti%E1%BA%BFn/1321871226649020/,Toàn Dân luôn luôn ủng hộ bác Giang lên làm tổng bí thư !!!!,toàn dân luôn luôn ủng hộ bác giang lên làm tổng bí thư,49.0,Tích cực,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,[+] ủng hộ
Facebook,https://www.facebook.com/BBCnewsVietnamese/videos/nh%C3%A2n-s%E1%BB%B1-kh%C3%B3a-14-ai-%E1%BB%9F-l%E1%BA%A1i-ai-r%E1%BB%9Di-b%E1%BB%99-ch%C3%ADnh-tr%E1%BB%8Bban-ch%E1%BA%A5p-h%C3%A0nh-trung-%C6%B0%C6%A1ng-%C4%91%E1%BA%A3ng-kh%C3%B3a-1/1160961302528203/,Chúc Mừng Ông Chính chúc Ông khoẻ .,chúc mừng ông chính chúc ông khoẻ,0.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
